index,title,description,media,date,polarity,subjectivity,quarter,cluster,cluster_detail,cluster_polarity,cluster_subjectivity,desc_polarity2,desc_subjectivity2,cluster_polarity2,cluster_subjectivity2
246,"['injury', 'reported', '23rd', 'ave', 'shootout']","['shootout', 'involving', 'multiple', 'vehicle', 'brought', 'large', 'response', '23rd', 'ave', 'early', 'sunday', 'fortunately', 'reported', 'serious', 'injury']",CHS Capitol Hill Seattle,2019-04-01 00:00:00,0.0761904761904762,0.419047619047619,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
247,"['camano', 'island', 'beheading', 'suspect', 'found', 'dead', 'california', 'river']","['california', 'highway', 'patrol', 'redding', 'los', 'baños', 'merced', 'county', 'sheriff', 'office']",KING 5,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
248,"['necessary', 'fine', 'bar', 'closed', 'captioning', 'tv']","['probably', 'something', 'would', 'imagine', 'requires', 'law', 'never', 'appears', 'stop', 'council', 'law', 'insist']",MyNorthwest.com,2019-04-01 00:00:00,0.0,0.0,Q2,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
249,"['time', 'lapse', 'video', 'show', 'alaskan', 'way', 'viaduct', 'demolition', 'marion', 'columbia', 'street']","['assistant', 'chief', 'steve', 'hirjak', 'main', 'goal', 'keep', 'traffic', 'moving', 'taking', 'ticket', 'table']",Seattle PI,2019-04-01 00:00:00,0.16666666666666666,0.3333333333333333,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
250,"['video', 'saw', 'motorcade', 'west', 'blog']","['2', '24', 'pm', 'multiple', 'question', 'motorcycle', 'law', 'enforcement', 'vehicle', 'motorcade', 'west', 'plus', 'photo']",West Seattle Blog…,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
251,"['tukwila', 'offer', 'discounted', 'high', 'security', 'mail', 'box', 'curb', 'theft']","['program', 'available', 'resident', 'tukwila', 'need', 'fill', 'application', 'tukwila', 'information']",KOMO,2019-04-01 00:00:00,0.4,0.4,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
252,"['chekhov', 'gun', 'control', 'director', 'wrestle', 'staging', 'violence', 'age', 'mass']","['artistic', 'team', 'advice', 'consulting', 'detective', 'treat', 'prop', 'gun', 'carefully', 'keep', 'locked', 'never', 'point']",The Seattle Times,2019-04-01 00:00:00,0.11666666666666665,1.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
253,"['racially', 'insensitive', 'sign', 'spark', 'investigation', 'issaquah']","['weekly', 'classic', 'best', 'dining', 'guide', 'protest', 'guide', 'marketplace', 'prosthetic', 'leg', 'auburn', 'cop', 'want', 'know', 'whose']",Seattle Weekly,2019-04-01 00:00:00,0.5833333333333334,0.23333333333333334,Q2,1,use force excessive pepper using court spray policy guide blast sued tear federal auburn gas balls redundant cops policing used,-0.225,0.6,positive,objective,negative,subjective
254,"['blackout', 'drunk', 'defense', 'lake']","['lake', 'reportedly', 'told', 'blackout', 'case', 'court', 'document', 'state', 'suspect', 'told']",MyNorthwest.com,2019-04-01 00:00:00,0.0,0.0,Q2,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,neutral,objective,neutral,objective
255,"['family', 'missing', 'kent', 'mother', 'giving', 'hope', '10', 'disappearance']","['kent', 'circumstance', 'surrounding', 'alyssa', 'mclemore', 'disappearance', 'asked', 'kent', '253', '856', '5808']",KING 5,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
256,"['update', 'vehicle', 'fire', '35th', 'sw', 'west', 'blog']","['4', '17', 'pm', 'yet', 'heard', 'side', 'car', 'fire', 'response', 'might', 'make', 'traffic', 'tricky', '35th', 'sw', 'near', 'trenton', 'fire']",West Seattle Blog…,2019-04-01 00:00:00,0.1,0.4,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
257,"['fish', 'wildlife', 'remove', 'bear', 'spotted', 'monroe', 'neighborhood']","['bear', 'caught', 'roaming', 'near', 'residential', 'area', 'monroe', 'tranquilized', 'removed', 'washington', 'fish', 'wildlife', 'monroe']",KIRO-TV,2019-04-01 00:00:00,0.1,0.4,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
258,"['rantz', 'mayor', 'jenny', 'durkan', 'actually', 'live']","['crime', 'getting', 'worse', 'large', 'part', 'due', 'attorney', 'disinterested', 'enforcing', 'law', 'filled']",MyNorthwest.com,2019-04-01 00:00:00,0.022321428571428575,0.5758928571428571,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
259,"['make', 'room', 'light', 'rail', '5', '300', 'tree', 'fall', 'along', '5']","['little', '6', '000', 'tree', 'replace', '580', 'taken', 'shoreline', '5', '900', 'replace', '1', '400', 'cleared']",Seattle Weekly,2019-04-01 00:00:00,-0.1875,0.5,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
260,"['bar', 'low', 'shoreline', 'sentenced', '55', 'sexually', 'exploiting', 'hundred']","['investigation', 'began', '2015', 'fbi', 'agent', 'member', 'internet', 'crime', 'child', 'unit', 'showed']",The Seattle Times,2019-04-01 00:00:00,0.0,0.0,Q2,5,investigation team force county conducting home group posted led family king detectives leading office night collision images tukwila lake stolen,0.0,0.0,neutral,objective,neutral,objective
261,"['wanted', 'yakima', 'murder', 'arrested', 'edmonds', 'wild', 'chase', 'along', '5']","['chase', 'started', 'noticed', 'garcia', 'ceja', 'everett', '7th', 'avenue', 'vehicle', 'aaron', 'snell', 'everett']",KOMO,2019-04-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
262,"['partially', 'compliance', 'consent', 'decree']","['federal', 'judge', 'longer', 'full', 'compliance', 'federal', 'decree', 'issue', 'accountability']",KING 5,2019-05-01 00:00:00,0.35,0.55,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
263,"['federal', 'judge', 'find', 'partly', 'compliance', 'reform', 'deal', 'major', 'blow']","['durkan', 'u', 'attorney', 'spearheaded', '2012', 'consent', 'decree', 'required', 'address', 'allegation']",The Seattle Times,2019-05-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
264,"['truth', 'grave', 'genealogy', 'solve', 'center', 'cold', 'case', 'murder', '1967']","['crime', 'scene', 'dna', 'genealogical', 'databank', 'helped', 'find', 'raped', 'center', 'summer']",KIRO-TV,2019-05-01 00:00:00,-0.1,0.1,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
265,"['solve', '1967', 'cold', 'case', 'murder', 'dna', 'family', 'tree']","['tenacity', 'detective', 'norton', 'conducted', 'investigation', 'appreciated', 'family', 'would', 'like', 'thank']",KING 5,2019-05-01 00:00:00,0.2,0.1,Q2,5,investigation team force county conducting home group posted led family king detectives leading office night collision images tukwila lake stolen,0.0,0.0,positive,objective,neutral,objective
266,"['release', 'video', 'fatally', 'queen', 'anne', 'apartment']","['released', 'body', 'camera', 'footage', 'thursday', 'evening', 'showed', 'unit', 'responded', 'scene', 'worked', 'alongside', 'counterpart']",The Seattle Times,2019-05-01 00:00:00,0.0,0.0,Q2,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,neutral,objective,neutral,objective
267,"['judge', 'overseeing', 'reform', 'order', 'accountability', 'fix', 'extends', 'federal', 'oversight']","['federal', 'judge', 'overseeing', 'reform', 'ordered', 'justice', 'doj', 'others', 'fix', 'ongoing']",The Seattle Times,2019-05-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
268,"['chief', 'fire', 'sat', 'front', 'workplace', 'disrespecting']","['frank', 'poblocki', 'given', '30', 'day', 'suspension', 'best', 'making', 'materially', 'false', 'statement', 'despite', 'policy', 'presumes']",The Seattle Times,2019-05-01 00:00:00,0.29999999999999993,0.44999999999999996,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
269,"['judge', 'ruling', 'mean', 'likely', 'remain', 'federal', 'oversight', 'longer', 'expected']","['ap', 'federal', 'judge', 'overseeing', 'reform', 'ordered', 'justice', 'others', 'fix']",KOMO,2019-05-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
270,"['release', 'body', 'cam', 'video', 'deadly']","['released', '911', 'audio', 'body', 'cam', 'video', 'deadly', 'involved', 'queen', 'anne', 'neighborhood']",KIRO-TV,2019-05-01 00:00:00,-0.2,0.4,Q2,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,negative,objective,neutral,objective
271,"['outreach', 'team', 'remove', '24', 'homeless', 'camp', 'near', 'international', 'district']","['navigation', 'team', 'comprised', 'outreach', 'worker', 'served', 'warrant', 'sgt', 'eric', 'zerr', 'navigation', 'team']",KING 5,2019-05-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
272,"['king', 'county', 'reinstates', 'deadly', 'force', 'inquest', 'following', 'overhaul']","['butt', 'lyles', 'inquest', 'since', 'carroll', 'conflict', 'interest', 'professional', 'dealing']",The Seattle Times,2019-05-01 00:00:00,0.1,0.1,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
273,"['barricade', 'car2go', 'car', 'left', 'property']","['krebs', 'share', 'asked', 'help', 'also', 'confirmed', 'smith', 'seeking', 'financial', 'compensation', 'company']",The Seattle Times,2019-05-01 00:00:00,0.2,0.5,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
274,"['bust', 'drug', 'ring', 'homeless', 'camp']","['detective', 'major', 'crime', 'task', 'force', 'along', 'anti', 'crime', 'team', 'bicycle', 'patrol', 'swat', 'k', '9', 'served', 'seven']",KOMO,2019-05-01 00:00:00,0.0625,0.5,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
275,"['want', 'answer', 'vigil', 'held', 'central', 'district', '19', 'gunned']","['royale', 'lexing', 'men', 'wounded', 'least', 'person', 'opened', 'fire', 'group']",The Seattle Times,2019-05-01 00:00:00,-0.3,0.4,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
276,"['photo', 'week', 'honor', 'duty']","['used', 'week', 'national', 'observance', 'recognizing', 'work', 'across', 'nation', 'honor', 'local']",The Seattle Times,2019-05-01 00:00:00,0.0,0.0,Q2,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
