,title,media,date,desc,link,Local,quarter,cluster
737,Capitol Hill businesses join letter supporting mayor's 'public ...,CHS Capitol Hill Seattle,2019-10-01 00:00:00,A roster of more than 100 Seattle businesses including several with Capitol ... spending in the 2020 City of Seattle budget including hiring more police and ...,https://www.capitolhillseattle.com/2019/10/capitol-hill-businesses-join-letter-supporting-mayors-public-safety-spending-proposals/,0,Q4,3
738,"Des Moines grandmother who says she was wrongly accused of arson will receive $100,000 settlement",The Seattle Times,2019-10-01 00:00:00,Beattie obtained the records only after serving a subpoena on the Kent Police Department just days before the trial in King County Superior Court was ...,https://www.seattletimes.com/seattle-news/crime/des-moines-grandmother-who-says-she-was-wrongly-accused-of-arson-will-receive-100000-settlement/,0,Q4,3
739,Bill Gates and Jeff Bezos live there. So why is Medina asking its residents to pay more in property taxes?,The Seattle Times,2019-10-01 00:00:00,"... like the police department, lifeguards and municipal court. ... the city of Bellevue for fire and medical aid and the city of Seattle for harbor patrol.",https://www.seattletimes.com/seattle-news/eastside/bill-gates-and-jeff-bezos-live-there-so-why-is-medina-asking-its-residents-to-pay-more-in-property-taxes/,0,Q4,3
740,Seattle Times 2019 voter guide: Here’s what you need to know for the Nov. 5 election,The Seattle Times,2019-10-01 00:00:00,Seattle Police Department crime-prevention coordinator. Mark Solomon is a longtime crime-prevention coordinator with the Seattle Police Department with deep ...,https://www.seattletimes.com/seattle-news/politics/seattle-times-2019-voter-guide/,0,Q4,3
741,String of suspicious fires in Sumner being investigated,KIRO-TV,2019-10-01 00:00:00,A GoFundMe account has been set up to help Crank replace his car. The City of Sumner is asking the public to contact the police department at 844-821-8911 if ...,https://www.kiro7.com/news/local/string-of-suspicious-fires-in-sumner-being-investigated/994817142/,0,Q4,0
742,Initial numbers from Seattle’s safe gun storage law are in … sort of,MyNorthwest.com,2019-10-01 00:00:00,"For example, in 2017, 344 guns were reported as stolen to the Seattle Police Department. Also, during 2017 in Seattle: Firearm suicides accounted for 70 percent ...",https://mynorthwest.com/1538495/seattle-safe-gun-storage-2019-numbers/?,0,Q4,3
743,Seattle council candidate campaign sign defaced with racist graffiti,MyNorthwest.com,2019-10-01 00:00:00,Seattle police are investigating after a Seattle City Council candidate's campaign sign was defaced with racist graffiti.,https://mynorthwest.com/1575776/seattle-council-shaun-scott-spd/?,0,Q4,4
744,Footage shows massive yacht slamming into Washington docks and boats,KING 5,2019-10-01 00:00:00,"... Office Marine Patrol Unit, the United States Coast Guard Investigative Unit and the Port Angeles Police Department. Clallam County Sheriff's Office.",https://www.king5.com/article/news/local/video-shows-massive-yacht-slamming-into-washington-dock-and-boats/281-e634e2e5-167b-4ae5-ac67-623f06bb6c73,0,Q4,3
745,"Man named Tupac Shakur arrested in Tennessee on assault, meth charges",KIRO-TV,2019-10-01 00:00:00,Johnson City police officials said in a news release that Shakur was arrested Saturday ... and civil rights violations in the Los Angeles Police Department.,https://www.kiro7.com/news/deep-viral/man-named-tupac-shakur-arrested-in-tennessee-on-assault-meth-charges/999886601/,0,Q4,2
746,Police: Man with stolen sawed-off shotgun arrested after reported robbery of coffee stand,KIRO-TV,2019-10-01 00:00:00,Bellingham police booked a 20-year-old man into the Whatcom County Jail Wednesday after he ... Officers arrested Rosso in front of the Police Department.,https://www.kiro7.com/news/north-sound-news/police-man-arrested-after-reported-robbery-of-coffee-stand-using-sawed-off-shotgun/997176858/,0,Q4,2
747,UPDATE: Dump truck crashes into West Seattle Bridge jersey ...,West Seattle Blog…,2019-10-01 00:00:00,Radio communication indicates SPD is now closing the bridge BOTH WAYS. 9:04 AM: SDOT confirms “West Seattle Bridge is fully closed in both directions ...,https://westseattleblog.com/2019/10/dump-truck-crash-on-west-seattle-bridge/,0,Q4,3
748,"THC, cyanide and razor blades: How sketchy urban myths taught parents to fear Halloween candy",The Seattle Times,2019-10-01 00:00:00,A semi-viral Facebook post from a Pennsylvania police department has become the latest example of an exhausting Halloween tradition: The spread of ...,https://www.seattletimes.com/explore/shop-northwest/thc-cyanide-and-razor-blades-how-sketchy-urban-myths-taught-parents-to-fear-halloween-candy/,0,Q4,3
749,Possible cougar sighting on Mercer Island turns out to be house cat,KING 5,2019-10-01 00:00:00,"""This cat does not have the same dimensions; head, shoulders and general size nor gate as a cougar,"" Mercer Island Police Department Commander Magnan wrote ...",https://www.king5.com/article/news/local/another-possible-cougar-sighting-on-mercer-island/281-2936c202-ec86-4df4-8723-6ba445c2b349,0,Q4,3
750,Seattle police return more than $70K in merch after major theft ring bust,KOMO News,2019-11-01 00:00:00,"Robert Brown with the Seattle Police Department. Sgt. Brown works with West Precinct's Anti-Crime Team. In all, 29 stores were linked back to the bust such as ...",https://komonews.com/news/local/seattle-police-return-more-than-70k-in-merch-after-major-theft-ring-bust,0,Q4,3
751,Police release photos and video of suspect in fatal North Seattle shooting,KIRO-TV,2019-11-01 00:00:00,"The victim was shot in the head and was declared dead at the scene, police said. Anyone with information on the suspect is asked to contact the Seattle Police ...",https://www.kiro7.com/news/local/police-release-photos-and-video-of-suspect-in-fatal-north-seattle-shooting/1008718392/,0,Q4,6
752,"A day that ‘hurt your heart’: 10 years ago, 4 Lakewood police officers were shot down",The Seattle Times,2019-11-01 00:00:00,"Just a month earlier, another officer — this one from Seattle — had been ... The Lakewood Police Department, in the meantime, has struggled since the ...",https://www.seattletimes.com/seattle-news/crime/a-day-that-hurt-your-heart-10-years-ago-4-lakewood-police-officers-were-shot-down/,0,Q4,3
753,Seattle police arrest suspect believed to be ‘prolific’ porch pirate,MyNorthwest.com,2019-11-01 00:00:00,Detectives and officers in the Seattle Police Department's south precinct teamed up with U.S. Postal Inspectors Wednesday to apprehend someone in Georgetown ...,https://mynorthwest.com/1611842/seattle-police-prolific-porch-pirate-arrested/?,0,Q4,3
754,Seattle police investigating 2 fatal overnight shootings; no suspects found,Seattle PI,2019-11-01 00:00:00,"The first shooting was reported at about 11 p.m., in the Kenwood neighborhood, the Seattle Police Department said in a statement. Near Little Brook Park in ...",https://www.seattlepi.com/local/crime/article/Seattle-police-investigating-2-fatal-overnight-14806169.php,0,Q4,3
755,"Naked, armed man is shot by Renton police after climbing into McDonald’s drive-through window, running through business",The Seattle Times,2019-11-01 00:00:00,The police department said officers tried several de-escalation techniques before shooting the man. Northeast 44th at Interstate 405 was closed until ...,https://www.seattletimes.com/seattle-news/crime/man-shot-by-renton-police-after-officers-say-he-pointed-gun-at-customers-in-business/,0,Q4,3
756,Police: Man with knife shot and killed in eastern Idaho,The Seattle Times,2019-11-01 00:00:00,Pocatello police say officers with the Preston Police Department and deputies with the Franklin County sheriff's office responded at about 8:30 p.m. to a report ...,https://www.seattletimes.com/seattle-news/northwest/police-man-with-knife-shot-and-killed-in-eastern-idaho/,0,Q4,3
757,SPD's LGBTQ liaison prepares to retire after 40 years in police work,KOMO,2019-11-01 00:00:00,Jim Ritter is the Seattle police officer who developed the initiative's ... years in police work -- 37 years with the Seattle Police Department (SPD).,https://komonews.com/news/local/spds-lgbtq-liaison-prepares-to-retire-after-40-years-in-police-work,0,Q4,3
758,Seattle police captain arrested in undercover prostitution sting,MyNorthwest.com,2019-11-01 00:00:00,"A 31-year veteran Seattle Police Department captain was arrested by his fellow officers during a vice sting late Wednesday, in an investigation of sexual ...",https://mynorthwest.com/1600797/seattle-police-captain-arrested-prostitution-sting/,0,Q4,2
759,Seattle YMCA accuses Kirkland police of excessive force during teen arrest,KOMO,2019-11-01 00:00:00,"KIRKLAND, Wash. - The YMCA Of Greater Seattle is accusing the Kirkland Police Department of “excessive force” after two officers are seen on video slamming ...",https://komonews.com/news/local/seattle-ymca-accuses-kirkland-police-of-excessive-force-during-teen-arrest,0,Q4,1
760,Utah Jazz arena evacuated postgame due to suspicious package,The Seattle Times,2019-11-01 00:00:00,"Salt Lake City Police Department assumed control of the situation, executing its suspicious package protocol,” the Jazz said. “We would like to thank fans for ...",https://www.seattletimes.com/sports/nba/utah-jazz-arena-evacuated-postgame-due-to-suspicious-package/,0,Q4,3
761,"‘Mommy, don't!': Graphic audio, video show killing of woman who stabbed son 25 times",KIRO-TV,2019-11-01 00:00:00,"He declined to comment further on the attack. ""The City of Henderson Police Department recognizes that this tragedy will have lasting effects on everyone ...",https://www.kiro7.com/news/deep-viral/mommy-dont-graphic-audio-video-shows-police-death-of-woman-who-stabbed-son-25-times/1007435230/,0,Q4,3
762,Longtime Seattle Police officer Jim Ritter to retire,KING 5,2019-11-01 00:00:00,"Long time police officer Jim Ritter is retiring this year, after 37 years of service for the Seattle Police Department (SPD). Ritter is best known as SPD's ...",https://www.king5.com/article/news/local/longtime-seattle-police-officer-jim-ritter-to-retire/281-5c36909e-a066-4545-8f76-e134512d41a5,0,Q4,3
763,'A big piece of healing': Lake City shooting victim thanks officer who saved her,KING 5,2019-11-01 00:00:00,"She said plans to give to the Seattle Police Foundation, a nonprofit which helps buy equipment for SPD officers, including the tourniquet which helped save ...",https://www.king5.com/article/news/local/seattle/lake-city-shooting-rampage-victim-reunited-with-officer-who-saved-her/281-b5d161ab-bdba-4b7d-bfb2-e18b98b66f11,0,Q4,3
764,Macy’s Thanksgiving Parade: Phew! Giant balloons fly — just not very high,The Seattle Times,2019-11-01 00:00:00,a police officer stationed in front of Trump International Hotel at 61st ... by the New York City Police Department to float on down the parade route.,https://www.seattletimes.com/nation-world/macys-thanksgiving-parade-phew-giant-balloons-fly-just-not-very-high/,0,Q4,3
765,WTO 20: Return to the battle for Capitol Hill,CHS Capitol Hill Seattle,2019-11-01 00:00:00,"18 ARC finds that the Seattle Police Department's doctrine for management of situations like this is not well developed, and a policy should be articulated ...",https://www.capitolhillseattle.com/2019/12/wto-20-return-to-the-battle-for-capitol-hill/,0,Q4,3
766,Police investigating death of WSU fraternity member,KIRO-TV,2019-11-01 00:00:00,Washington State University will be working with the Pullman Police Department and the Alpha Tau Omega fraternity in the coming days to investigate the ...,https://www.kiro7.com/news/local/police-investigating-death-of-wsu-fraternity-member-investigation-indicates-alcohol-related/1007849773/,0,Q4,3
767,"Seattle council wants to expand program that keeps low-level offenders out of jail, getting help they need",The Seattle Times,2019-11-01 00:00:00,"... help somewhere unusual: the Seattle Police Department's West Precinct. ... the Law Enforcement Assisted Diversion (LEAD) program, which allows police to ...",https://www.seattletimes.com/seattle-news/politics/lead-seattles-pioneering-jail-diversion-program-is-about-to-get-twice-as-much-city-funding/,0,Q4,3
